canonical_service_name,original_service_name,service_code,group,category,type,source,file_path,zip_path,confidence,normalization_method,regions,main_resource_example,secondary_examples
IoT_LoRaWAN Protocol_48.svg,AWS IoT_LoRaWAN Protocol_48.svg,iot_lorawanprotocol_48.svg,IoT,,icon,icon_mapping,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT_LoRaWAN-Protocol_48.svg,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT_LoRaWAN-Protocol_48.svg,1.0,icon_mapping,,,
s_IoT_LoRaWAN Protocol_48.svg,s_AWS IoT_LoRaWAN Protocol_48.svg,s_iot_lorawanprotocol_48.svg,IoT,,icon,icon_mapping,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT_LoRaWAN-Protocol_48.svg,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT_LoRaWAN-Protocol_48.svg,1.0,icon_mapping,,,
IoT Greengrass_Component_48.svg,AWS IoT Greengrass_Component_48.svg,iotgreengrass_component_48.svg,IoT,,icon,icon_mapping,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT-Greengrass_Component_48.svg,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT-Greengrass_Component_48.svg,1.0,icon_mapping,,,
s_IoT Greengrass_Component_48.svg,s_AWS IoT Greengrass_Component_48.svg,s_iotgreengrass_component_48.svg,IoT,,icon,icon_mapping,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT-Greengrass_Component_48.svg,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT-Greengrass_Component_48.svg,1.0,icon_mapping,,,
IoT_Thing_Coffee Pot_48.svg,AWS IoT_Thing_Coffee Pot_48.svg,iot_thing_coffeepot_48.svg,IoT,,icon,icon_mapping,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT_Thing_Coffee-Pot_48.svg,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT_Thing_Coffee-Pot_48.svg,1.0,icon_mapping,,,
s_IoT_Thing_Coffee Pot_48.svg,s_AWS IoT_Thing_Coffee Pot_48.svg,s_iot_thing_coffeepot_48.svg,IoT,,icon,icon_mapping,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT_Thing_Coffee-Pot_48.svg,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT_Thing_Coffee-Pot_48.svg,1.0,icon_mapping,,,
IoT_Thing_Travel_48.png,AWS IoT_Thing_Travel_48.png,iot_thing_travel_48.png,IoT,,icon,icon_mapping,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT_Thing_Travel_48.png,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT_Thing_Travel_48.png,1.0,icon_mapping,,,
s_IoT_Thing_Travel_48.png,s_AWS IoT_Thing_Travel_48.png,s_iot_thing_travel_48.png,IoT,,icon,icon_mapping,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT_Thing_Travel_48.png,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT_Thing_Travel_48.png,1.0,icon_mapping,,,
IoT Greengrass_Artifact_48.png,AWS IoT Greengrass_Artifact_48.png,iotgreengrass_artifact_48.png,IoT,,icon,icon_mapping,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT-Greengrass_Artifact_48.png,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT-Greengrass_Artifact_48.png,1.0,icon_mapping,,,
s_IoT Greengrass_Artifact_48.png,s_AWS IoT Greengrass_Artifact_48.png,s_iotgreengrass_artifact_48.png,IoT,,icon,icon_mapping,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT-Greengrass_Artifact_48.png,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT-Greengrass_Artifact_48.png,1.0,icon_mapping,,,
IoT_Lambda_Function_48.svg,AWS IoT_Lambda_Function_48.svg,lambda,IoT,,icon,icon_mapping,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT_Lambda_Function_48.svg,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT_Lambda_Function_48.svg,1.0,icon_mapping,,,
s_IoT_Lambda_Function_48.svg,s_AWS IoT_Lambda_Function_48.svg,lambda,IoT,,icon,icon_mapping,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT_Lambda_Function_48.svg,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT_Lambda_Function_48.svg,1.0,icon_mapping,,,
IoT_Thing_Windfarm_48.svg,AWS IoT_Thing_Windfarm_48.svg,iot_thing_windfarm_48.svg,IoT,,icon,icon_mapping,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT_Thing_Windfarm_48.svg,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT_Thing_Windfarm_48.svg,1.0,icon_mapping,,,
s_IoT_Thing_Windfarm_48.svg,s_AWS IoT_Thing_Windfarm_48.svg,s_iot_thing_windfarm_48.svg,IoT,,icon,icon_mapping,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT_Thing_Windfarm_48.svg,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT_Thing_Windfarm_48.svg,1.0,icon_mapping,,,
IoT_Thing_Vibration Sensor_48.svg,AWS IoT_Thing_Vibration Sensor_48.svg,iot_thing_vibrationsensor_48.svg,IoT,,icon,icon_mapping,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT_Thing_Vibration-Sensor_48.svg,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT_Thing_Vibration-Sensor_48.svg,1.0,icon_mapping,,,
s_IoT_Thing_Vibration Sensor_48.svg,s_AWS IoT_Thing_Vibration Sensor_48.svg,s_iot_thing_vibrationsensor_48.svg,IoT,,icon,icon_mapping,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT_Thing_Vibration-Sensor_48.svg,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT_Thing_Vibration-Sensor_48.svg,1.0,icon_mapping,,,
IoT Device Defender_IoT Device Jobs_48.svg,AWS IoT Device Defender_IoT Device Jobs_48.svg,iotdevicedefender_iotdevicejobs_48.svg,IoT,,icon,icon_mapping,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT-Device-Defender_IoT-Device-Jobs_48.svg,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT-Device-Defender_IoT-Device-Jobs_48.svg,1.0,icon_mapping,,,
s_IoT Device Defender_IoT Device Jobs_48.svg,s_AWS IoT Device Defender_IoT Device Jobs_48.svg,s_iotdevicedefender_iotdevicejobs_48.svg,IoT,,icon,icon_mapping,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT-Device-Defender_IoT-Device-Jobs_48.svg,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT-Device-Defender_IoT-Device-Jobs_48.svg,1.0,icon_mapping,,,
IoT Device Management_Fleet Hub_48.svg,AWS IoT Device Management_Fleet Hub_48.svg,iotdevicemanagement_fleethub_48.svg,IoT,,icon,icon_mapping,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT-Device-Management_Fleet-Hub_48.svg,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT-Device-Management_Fleet-Hub_48.svg,1.0,icon_mapping,,,
s_IoT Device Management_Fleet Hub_48.svg,s_AWS IoT Device Management_Fleet Hub_48.svg,s_iotdevicemanagement_fleethub_48.svg,IoT,,icon,icon_mapping,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT-Device-Management_Fleet-Hub_48.svg,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT-Device-Management_Fleet-Hub_48.svg,1.0,icon_mapping,,,
IoT SiteWise_Asset Hierarchy_48.png,AWS IoT SiteWise_Asset Hierarchy_48.png,iotsitewise_assethierarchy_48.png,IoT,,icon,icon_mapping,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT-SiteWise_Asset-Hierarchy_48.png,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT-SiteWise_Asset-Hierarchy_48.png,1.0,icon_mapping,,,
s_IoT SiteWise_Asset Hierarchy_48.png,s_AWS IoT SiteWise_Asset Hierarchy_48.png,s_iotsitewise_assethierarchy_48.png,IoT,,icon,icon_mapping,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT-SiteWise_Asset-Hierarchy_48.png,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT-SiteWise_Asset-Hierarchy_48.png,1.0,icon_mapping,,,
IoT_Sensor_48.png,AWS IoT_Sensor_48.png,iot_sensor_48.png,IoT,,icon,icon_mapping,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT_Sensor_48.png,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT_Sensor_48.png,1.0,icon_mapping,,,
s_IoT_Sensor_48.png,s_AWS IoT_Sensor_48.png,s_iot_sensor_48.png,IoT,,icon,icon_mapping,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT_Sensor_48.png,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT_Sensor_48.png,1.0,icon_mapping,,,
IoT_Topic_48.svg,AWS IoT_Topic_48.svg,iot_topic_48.svg,IoT,,icon,icon_mapping,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT_Topic_48.svg,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT_Topic_48.svg,1.0,icon_mapping,,,
s_IoT_Topic_48.svg,s_AWS IoT_Topic_48.svg,s_iot_topic_48.svg,IoT,,icon,icon_mapping,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT_Topic_48.svg,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT_Topic_48.svg,1.0,icon_mapping,,,
IoT_Thing_Bank_48.png,AWS IoT_Thing_Bank_48.png,iot_thing_bank_48.png,IoT,,icon,icon_mapping,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT_Thing_Bank_48.png,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT_Thing_Bank_48.png,1.0,icon_mapping,,,
s_IoT_Thing_Bank_48.png,s_AWS IoT_Thing_Bank_48.png,s_iot_thing_bank_48.png,IoT,,icon,icon_mapping,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT_Thing_Bank_48.png,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT_Thing_Bank_48.png,1.0,icon_mapping,,,
IoT_Over Air Update_48.png,AWS IoT_Over Air Update_48.png,iot_overairupdate_48.png,IoT,,icon,icon_mapping,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT_Over-Air-Update_48.png,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT_Over-Air-Update_48.png,1.0,icon_mapping,,,
s_IoT_Over Air Update_48.png,s_AWS IoT_Over Air Update_48.png,s_iot_overairupdate_48.png,IoT,,icon,icon_mapping,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT_Over-Air-Update_48.png,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT_Over-Air-Update_48.png,1.0,icon_mapping,,,
IoT_Certificate_48.svg,AWS IoT_Certificate_48.svg,iot_certificate_48.svg,IoT,,icon,icon_mapping,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT_Certificate_48.svg,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT_Certificate_48.svg,1.0,icon_mapping,,,
s_IoT_Certificate_48.svg,s_AWS IoT_Certificate_48.svg,s_iot_certificate_48.svg,IoT,,icon,icon_mapping,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT_Certificate_48.svg,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT_Certificate_48.svg,1.0,icon_mapping,,,
IoT_Thing_House_48.png,AWS IoT_Thing_House_48.png,iot_thing_house_48.png,IoT,,icon,icon_mapping,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT_Thing_House_48.png,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT_Thing_House_48.png,1.0,icon_mapping,,,
s_IoT_Thing_House_48.png,s_AWS IoT_Thing_House_48.png,s_iot_thing_house_48.png,IoT,,icon,icon_mapping,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT_Thing_House_48.png,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT_Thing_House_48.png,1.0,icon_mapping,,,
IoT SiteWise_Data Streams_48.png,AWS IoT SiteWise_Data Streams_48.png,iotsitewise_datastreams_48.png,IoT,,icon,icon_mapping,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT-SiteWise_Data-Streams_48.png,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT-SiteWise_Data-Streams_48.png,1.0,icon_mapping,,,
s_IoT SiteWise_Data Streams_48.png,s_AWS IoT SiteWise_Data Streams_48.png,s_iotsitewise_datastreams_48.png,IoT,,icon,icon_mapping,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT-SiteWise_Data-Streams_48.png,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT-SiteWise_Data-Streams_48.png,1.0,icon_mapping,,,
IoT_Thing_Relay_48.svg,AWS IoT_Thing_Relay_48.svg,iot_thing_relay_48.svg,IoT,,icon,icon_mapping,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT_Thing_Relay_48.svg,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT_Thing_Relay_48.svg,1.0,icon_mapping,,,
s_IoT_Thing_Relay_48.svg,s_AWS IoT_Thing_Relay_48.svg,s_iot_thing_relay_48.svg,IoT,,icon,icon_mapping,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT_Thing_Relay_48.svg,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT_Thing_Relay_48.svg,1.0,icon_mapping,,,
IoT Greengrass_Component Nucleus_48.png,AWS IoT Greengrass_Component Nucleus_48.png,iotgreengrass_componentnucleus_48.png,IoT,,icon,icon_mapping,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT-Greengrass_Component-Nucleus_48.png,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT-Greengrass_Component-Nucleus_48.png,1.0,icon_mapping,,,
s_IoT Greengrass_Component Nucleus_48.png,s_AWS IoT Greengrass_Component Nucleus_48.png,s_iotgreengrass_componentnucleus_48.png,IoT,,icon,icon_mapping,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT-Greengrass_Component-Nucleus_48.png,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT-Greengrass_Component-Nucleus_48.png,1.0,icon_mapping,,,
IoT Analytics_Channel_48.svg,AWS IoT Analytics_Channel_48.svg,iotanalytics_channel_48.svg,IoT,,icon,icon_mapping,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT-Analytics_Channel_48.svg,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT-Analytics_Channel_48.svg,1.0,icon_mapping,,,
s_IoT Analytics_Channel_48.svg,s_AWS IoT Analytics_Channel_48.svg,s_iotanalytics_channel_48.svg,IoT,,icon,icon_mapping,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT-Analytics_Channel_48.svg,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT-Analytics_Channel_48.svg,1.0,icon_mapping,,,
IoT SiteWise_Asset_48.png,AWS IoT SiteWise_Asset_48.png,iotsitewise_asset_48.png,IoT,,icon,icon_mapping,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT-SiteWise_Asset_48.png,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT-SiteWise_Asset_48.png,1.0,icon_mapping,,,
s_IoT SiteWise_Asset_48.png,s_AWS IoT SiteWise_Asset_48.png,s_iotsitewise_asset_48.png,IoT,,icon,icon_mapping,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT-SiteWise_Asset_48.png,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT-SiteWise_Asset_48.png,1.0,icon_mapping,,,
IoT_Thing_Camera_48.svg,AWS IoT_Thing_Camera_48.svg,iot_thing_camera_48.svg,IoT,,icon,icon_mapping,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT_Thing_Camera_48.svg,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT_Thing_Camera_48.svg,1.0,icon_mapping,,,
s_IoT_Thing_Camera_48.svg,s_AWS IoT_Thing_Camera_48.svg,s_iot_thing_camera_48.svg,IoT,,icon,icon_mapping,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT_Thing_Camera_48.svg,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT_Thing_Camera_48.svg,1.0,icon_mapping,,,
IoT_Thing_Door Lock_48.svg,AWS IoT_Thing_Door Lock_48.svg,iot_thing_doorlock_48.svg,IoT,,icon,icon_mapping,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT_Thing_Door-Lock_48.svg,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT_Thing_Door-Lock_48.svg,1.0,icon_mapping,,,
s_IoT_Thing_Door Lock_48.svg,s_AWS IoT_Thing_Door Lock_48.svg,s_iot_thing_doorlock_48.svg,IoT,,icon,icon_mapping,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT_Thing_Door-Lock_48.svg,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT_Thing_Door-Lock_48.svg,1.0,icon_mapping,,,
IoT_Thing_Lightbulb_48.png,AWS IoT_Thing_Lightbulb_48.png,iot_thing_lightbulb_48.png,IoT,,icon,icon_mapping,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT_Thing_Lightbulb_48.png,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT_Thing_Lightbulb_48.png,1.0,icon_mapping,,,
s_IoT_Thing_Lightbulb_48.png,s_AWS IoT_Thing_Lightbulb_48.png,s_iot_thing_lightbulb_48.png,IoT,,icon,icon_mapping,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT_Thing_Lightbulb_48.png,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT_Thing_Lightbulb_48.png,1.0,icon_mapping,,,
IoT_Thing_Car_48.png,AWS IoT_Thing_Car_48.png,iot_thing_car_48.png,IoT,,icon,icon_mapping,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT_Thing_Car_48.png,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT_Thing_Car_48.png,1.0,icon_mapping,,,
s_IoT_Thing_Car_48.png,s_AWS IoT_Thing_Car_48.png,s_iot_thing_car_48.png,IoT,,icon,icon_mapping,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT_Thing_Car_48.png,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT_Thing_Car_48.png,1.0,icon_mapping,,,
IoT Hardware Board_48.png,AWS IoT Hardware Board_48.png,iothardwareboard_48.png,IoT,,icon,icon_mapping,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT-Hardware-Board_48.png,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT-Hardware-Board_48.png,1.0,icon_mapping,,,
s_IoT Hardware Board_48.png,s_AWS IoT Hardware Board_48.png,s_iothardwareboard_48.png,IoT,,icon,icon_mapping,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT-Hardware-Board_48.png,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT-Hardware-Board_48.png,1.0,icon_mapping,,,
IoT_Policy_48.svg,AWS IoT_Policy_48.svg,iot_policy_48.svg,IoT,,icon,icon_mapping,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT_Policy_48.svg,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT_Policy_48.svg,1.0,icon_mapping,,,
s_IoT_Policy_48.svg,s_AWS IoT_Policy_48.svg,s_iot_policy_48.svg,IoT,,icon,icon_mapping,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT_Policy_48.svg,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT_Policy_48.svg,1.0,icon_mapping,,,
IoT_Thing_FreeRTOS Device_48.svg,AWS IoT_Thing_FreeRTOS Device_48.svg,iot_thing_freertosdevice_48.svg,IoT,,icon,icon_mapping,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT_Thing_FreeRTOS-Device_48.svg,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT_Thing_FreeRTOS-Device_48.svg,1.0,icon_mapping,,,
s_IoT_Thing_FreeRTOS Device_48.svg,s_AWS IoT_Thing_FreeRTOS Device_48.svg,s_iot_thing_freertosdevice_48.svg,IoT,,icon,icon_mapping,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT_Thing_FreeRTOS-Device_48.svg,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT_Thing_FreeRTOS-Device_48.svg,1.0,icon_mapping,,,
IoT Analytics_Notebook_48.png,AWS IoT Analytics_Notebook_48.png,iotanalytics_notebook_48.png,IoT,,icon,icon_mapping,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT-Analytics_Notebook_48.png,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT-Analytics_Notebook_48.png,1.0,icon_mapping,,,
s_IoT Analytics_Notebook_48.png,s_AWS IoT Analytics_Notebook_48.png,s_iotanalytics_notebook_48.png,IoT,,icon,icon_mapping,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT-Analytics_Notebook_48.png,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT-Analytics_Notebook_48.png,1.0,icon_mapping,,,
IoT SiteWise_Asset Properties_48.svg,AWS IoT SiteWise_Asset Properties_48.svg,iotsitewise_assetproperties_48.svg,IoT,,icon,icon_mapping,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT-SiteWise_Asset-Properties_48.svg,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT-SiteWise_Asset-Properties_48.svg,1.0,icon_mapping,,,
s_IoT SiteWise_Asset Properties_48.svg,s_AWS IoT SiteWise_Asset Properties_48.svg,s_iotsitewise_assetproperties_48.svg,IoT,,icon,icon_mapping,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT-SiteWise_Asset-Properties_48.svg,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT-SiteWise_Asset-Properties_48.svg,1.0,icon_mapping,,,
IoT_Alexa_Skill_48.png,AWS IoT_Alexa_Skill_48.png,iot_alexa_skill_48.png,IoT,,icon,icon_mapping,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT_Alexa_Skill_48.png,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT_Alexa_Skill_48.png,1.0,icon_mapping,,,
s_IoT_Alexa_Skill_48.png,s_AWS IoT_Alexa_Skill_48.png,s_iot_alexa_skill_48.png,IoT,,icon,icon_mapping,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT_Alexa_Skill_48.png,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT_Alexa_Skill_48.png,1.0,icon_mapping,,,
IoT_Thing_Temperature Sensor_48.png,AWS IoT_Thing_Temperature Sensor_48.png,iot_thing_temperaturesensor_48.png,IoT,,icon,icon_mapping,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT_Thing_Temperature-Sensor_48.png,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT_Thing_Temperature-Sensor_48.png,1.0,icon_mapping,,,
s_IoT_Thing_Temperature Sensor_48.png,s_AWS IoT_Thing_Temperature Sensor_48.png,s_iot_thing_temperaturesensor_48.png,IoT,,icon,icon_mapping,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT_Thing_Temperature-Sensor_48.png,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT_Thing_Temperature-Sensor_48.png,1.0,icon_mapping,,,
IoT_HTTP_Protocol_48.png,AWS IoT_HTTP_Protocol_48.png,iot_http_protocol_48.png,IoT,,icon,icon_mapping,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT_HTTP_Protocol_48.png,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT_HTTP_Protocol_48.png,1.0,icon_mapping,,,
s_IoT_HTTP_Protocol_48.png,s_AWS IoT_HTTP_Protocol_48.png,s_iot_http_protocol_48.png,IoT,,icon,icon_mapping,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT_HTTP_Protocol_48.png,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT_HTTP_Protocol_48.png,1.0,icon_mapping,,,
IoT Core_Device Location_48.png,AWS IoT Core_Device Location_48.png,iotcore_devicelocation_48.png,IoT,,icon,icon_mapping,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT-Core_Device-Location_48.png,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT-Core_Device-Location_48.png,1.0,icon_mapping,,,
s_IoT Core_Device Location_48.png,s_AWS IoT Core_Device Location_48.png,s_iotcore_devicelocation_48.png,IoT,,icon,icon_mapping,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT-Core_Device-Location_48.png,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT-Core_Device-Location_48.png,1.0,icon_mapping,,,
IoT_Thing_Temperature Vibration Sensor_48.svg,AWS IoT_Thing_Temperature Vibration Sensor_48.svg,iot_thing_temperaturevibrationsensor_48.svg,IoT,,icon,icon_mapping,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT_Thing_Temperature-Vibration-Sensor_48.svg,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT_Thing_Temperature-Vibration-Sensor_48.svg,1.0,icon_mapping,,,
s_IoT_Thing_Temperature Vibration Sensor_48.svg,s_AWS IoT_Thing_Temperature Vibration Sensor_48.svg,s_iot_thing_temperaturevibrationsensor_48.svg,IoT,,icon,icon_mapping,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT_Thing_Temperature-Vibration-Sensor_48.svg,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT_Thing_Temperature-Vibration-Sensor_48.svg,1.0,icon_mapping,,,
IoT_Alexa_Enabled Device_48.png,AWS IoT_Alexa_Enabled Device_48.png,iot_alexa_enableddevice_48.png,IoT,,icon,icon_mapping,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT_Alexa_Enabled-Device_48.png,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT_Alexa_Enabled-Device_48.png,1.0,icon_mapping,,,
s_IoT_Alexa_Enabled Device_48.png,s_AWS IoT_Alexa_Enabled Device_48.png,s_iot_alexa_enableddevice_48.png,IoT,,icon,icon_mapping,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT_Alexa_Enabled-Device_48.png,__MACOSX/Resource-Icons_02072025/Res_IoT/._Res_AWS-IoT_Alexa_Enabled-Device_48.png,1.0,icon_mapping,,,
IoT_Thing_Utility_48.png,AWS IoT_Thing_Utility_48.png,iot_thing_utility_48.png,IoT,,icon,icon_mapping,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT_Thing_Utility_48.png,Resource-Icons_02072025/Res_IoT/Res_AWS-IoT_Thing_Utility_48.png,1.0,icon_mapping,,,
